id,company,public_repos,followers,following,public_gists,hireable,location_category,language
16797,1,164.0,24.0,68.0,1.0,0,1,0
16798,1,332.0,89.0,31.0,47.0,0,1,4
16799,1,28.0,75.0,26.0,10.0,0,1,0
16801,1,145.0,327.0,212.0,8.0,1,0,3
16802,1,120.0,25.0,42.0,38.0,1,0,3
16803,1,35.0,14.0,26.0,1.0,0,0,12
16804,1,42.0,24.0,76.0,0.0,0,0,3
16806,1,123.0,561.0,87.0,38.0,0,1,4
16807,0,179.0,106.0,426.0,14.0,0,1,8
16808,1,73.0,160.0,97.0,2.0,1,1,0
16809,1,34.0,66.0,187.0,9.0,1,0,0
16810,1,24.0,9.0,19.0,5.0,0,1,9
16811,1,43.0,20.0,20.0,1.0,0,0,0
16812,1,43.0,75.0,558.0,4.0,0,1,14
16814,1,112.0,206.0,27.0,14.0,0,1,9
16816,1,58.0,45.0,88.0,6.0,0,1,9
16817,1,31.0,10.0,13.0,0.0,0,1,7
16818,0,16.0,71.0,24.0,20.0,0,1,3
16819,1,158.0,19.0,30.0,3.0,0,1,9
16820,1,75.0,16.0,6.0,27.0,0,1,0
16821,1,101.0,172.0,45.0,2.0,1,1,19
16822,0,32.0,33.0,44.0,0.0,0,1,12
16823,1,112.0,68.0,104.0,44.0,0,1,3
16824,1,74.0,247.0,193.0,5.0,0,1,9
16825,0,58.0,5.0,12.0,2.0,1,0,13
16826,0,0.0,31.0,56.0,1.0,1,0,-1
16828,1,50.0,4.0,6.0,1.0,1,1,16
16830,1,87.0,3.0,11.0,0.0,0,0,10
16832,1,35.0,208.0,44.0,16.0,0,1,7
16833,1,109.0,25.0,39.0,0.0,1,0,3
16834,0,30.0,9.0,18.0,1.0,0,0,12
16835,1,26.0,7.0,22.0,0.0,1,0,7
16836,1,186.0,8.0,22.0,0.0,1,0,10
16837,1,21.0,21.0,79.0,5.0,0,1,14
16838,0,34.0,29.0,65.0,58.0,0,1,8
16839,1,35.0,121.0,117.0,0.0,0,1,16
16840,1,31.0,35.0,31.0,0.0,0,1,6
16841,1,72.0,120.0,55.0,23.0,0,0,23
16842,1,108.0,131.0,5.0,20.0,0,1,3
16843,1,140.0,277.0,112.0,50.0,0,1,4
16844,1,300.0,57.0,285.0,38.0,0,0,0
16845,1,49.0,402.0,0.0,50.0,0,1,14
16846,0,91.0,120.0,28.0,28.0,1,1,0
16847,1,114.0,615.0,69.0,28.0,1,1,8
16848,0,19.0,54.0,51.0,1.0,0,0,3
16850,1,50.0,44.0,36.0,8.0,1,1,8
16851,1,76.0,75.0,110.0,25.0,1,1,0
16852,1,56.0,39.0,33.0,0.0,1,1,12
16853,1,66.0,18.0,11.0,4.0,1,0,0
16855,1,23.0,12.0,42.0,0.0,1,1,3
16856,1,139.0,25.0,90.0,9.0,0,1,0
16857,0,32.0,10.0,8.0,1.0,1,1,16
16858,1,256.0,618.0,10.0,13.0,0,1,3
16859,1,21.0,117.0,120.0,4.0,0,1,3
16860,1,209.0,169.0,735.0,4.0,0,1,15
16861,1,90.0,9.0,13.0,0.0,1,0,8
16862,1,118.0,114.0,7.0,53.0,0,1,0
16863,1,21.0,9.0,5.0,10.0,0,1,0
16864,1,41.0,37.0,8.0,36.0,0,1,0
16865,1,17.0,137.0,23.0,5.0,0,1,12
16866,1,125.0,22.0,11.0,11.0,1,0,3
16867,0,22.0,32.0,3.0,2.0,0,1,3
16869,1,52.0,20.0,51.0,0.0,0,0,12
16870,0,65.0,112.0,196.0,98.0,0,0,0
16871,1,9.0,24.0,40.0,0.0,1,1,0
16872,1,5.0,8.0,11.0,0.0,1,1,16
16873,1,20.0,177.0,67.0,0.0,0,1,3
16874,1,69.0,85.0,25.0,6.0,0,1,9
16875,1,32.0,9.0,12.0,2.0,0,1,0
16876,0,79.0,81.0,124.0,265.0,0,1,11
16877,1,12.0,16.0,35.0,3.0,0,0,3
16878,1,303.0,250.0,596.0,301.0,1,0,0
16880,1,179.0,53.0,41.0,20.0,1,1,8
16881,1,322.0,185.0,119.0,128.0,1,1,0
16882,1,54.0,335.0,216.0,2.0,1,0,16
16884,0,25.0,33.0,8.0,10.0,0,1,8
16885,1,72.0,252.0,91.0,16.0,0,1,9
16886,1,37.0,26.0,4.0,5.0,1,1,3
16887,1,55.0,14.0,6.0,1.0,1,0,3
16888,0,191.0,137.0,174.0,14.0,0,0,0
16889,1,51.0,5.0,5.0,9.0,1,1,0
16890,1,9.0,30.0,29.0,9.0,0,1,7
16891,1,52.0,10.0,7.0,2.0,0,1,0
16893,1,32.0,15.0,60.0,4.0,1,0,18
16894,1,10.0,9.0,28.0,0.0,0,1,7
16895,1,35.0,26.0,51.0,0.0,1,1,16
16896,1,43.0,57.0,92.0,0.0,1,1,3
16897,1,91.0,303.0,10.0,18.0,0,0,7
16898,1,14.0,10.0,10.0,3.0,0,1,0
16900,1,31.0,43.0,29.0,0.0,0,1,1
16901,1,49.0,12.0,6.0,0.0,0,1,1
16902,1,13.0,11.0,14.0,0.0,0,1,0
16903,1,38.0,64.0,108.0,0.0,0,1,3
16904,0,69.0,25.0,16.0,0.0,1,1,16
16905,1,57.0,427.0,4.0,4.0,1,1,3
16907,1,89.0,41.0,51.0,0.0,1,1,23
16908,1,47.0,107.0,187.0,55.0,1,1,3
16909,1,30.0,52.0,115.0,0.0,0,1,3
16910,1,48.0,41.0,36.0,5.0,1,0,3
16911,0,67.0,186.0,312.0,88.0,1,0,0
16912,0,24.0,58.0,358.0,13.0,1,0,18
16913,0,30.0,13.0,19.0,2.0,1,0,14
16915,0,38.0,21.0,13.0,0.0,1,1,12
16916,1,40.0,603.0,9.0,1.0,0,0,1
16917,1,60.0,217.0,99.0,12.0,1,0,3
16919,1,136.0,19.0,3.0,2.0,1,0,0
16920,0,441.0,492.0,235.0,51.0,0,1,3
16921,1,84.0,29.0,75.0,19.0,1,0,8
16922,1,86.0,188.0,40.0,25.0,0,1,0
16924,0,28.0,12.0,18.0,10.0,1,0,10
16925,1,117.0,41.0,21.0,43.0,0,1,0
16926,1,54.0,53.0,21.0,66.0,0,0,12
16927,1,0.0,19.0,30.0,25.0,0,1,-1
16928,1,69.0,10.0,88.0,0.0,0,0,0
16929,1,80.0,51.0,157.0,3.0,0,1,3
16932,0,33.0,23.0,67.0,11.0,1,0,8
16933,1,45.0,12.0,70.0,0.0,0,0,3
16934,1,104.0,4.0,9.0,3.0,0,0,8
16935,1,62.0,98.0,17.0,9.0,0,1,0
16936,0,24.0,21.0,26.0,0.0,0,0,12
16938,0,168.0,663.0,17.0,116.0,0,1,0
16939,1,85.0,75.0,363.0,9.0,0,1,12
16940,0,123.0,0.0,0.0,3.0,1,1,3
16941,1,29.0,26.0,68.0,5.0,1,0,4
16942,1,18.0,28.0,25.0,0.0,0,0,0
16943,0,30.0,100.0,31.0,0.0,0,1,3
16944,1,88.0,47.0,13.0,177.0,0,1,4
16945,1,95.0,3.0,9.0,1.0,0,0,11
16946,1,186.0,75.0,133.0,44.0,0,1,0
16947,1,30.0,14.0,41.0,3.0,0,1,16
16948,1,40.0,40.0,8.0,0.0,0,0,7
16949,1,29.0,27.0,30.0,2.0,1,1,0
16950,1,88.0,161.0,82.0,3.0,1,1,4
16951,1,70.0,2388.0,28.0,0.0,0,0,12
16952,1,15.0,5.0,30.0,0.0,0,0,12
16953,1,50.0,32.0,37.0,17.0,1,1,4
16954,1,101.0,509.0,94.0,1.0,0,1,3
16955,1,62.0,15.0,8.0,42.0,1,1,3
16956,0,13.0,17.0,9.0,19.0,0,0,8
16957,1,73.0,12.0,32.0,0.0,0,1,0
16959,1,52.0,164.0,243.0,0.0,1,0,0
16960,1,27.0,2.0,7.0,0.0,1,0,0
16961,1,90.0,40.0,44.0,0.0,0,0,12
16963,1,90.0,43.0,77.0,19.0,1,1,0
16964,1,108.0,43.0,26.0,11.0,0,1,0
16965,1,82.0,10.0,20.0,1.0,1,0,12
16966,1,29.0,17.0,17.0,0.0,0,0,3
16967,1,24.0,22.0,29.0,9.0,0,0,0
16968,1,38.0,23.0,34.0,7.0,0,1,3
16969,1,97.0,43.0,34.0,2.0,1,1,3
16970,1,91.0,70.0,16.0,3.0,0,1,16
16971,1,33.0,13.0,7.0,8.0,1,1,15
16972,1,102.0,289.0,360.0,12.0,0,0,7
16973,0,28.0,193.0,53.0,0.0,0,0,0
16974,1,100.0,86.0,141.0,42.0,0,1,3
16975,1,56.0,154.0,23.0,13.0,0,1,4
16978,1,74.0,54.0,83.0,6.0,0,0,0
16979,1,69.0,21.0,27.0,16.0,0,1,10
16980,1,53.0,110.0,53.0,5.0,1,1,19
16983,1,34.0,24.0,53.0,3.0,1,0,11
16984,1,35.0,39.0,55.0,3.0,0,1,17
16985,1,48.0,450.0,38.0,57.0,0,0,0
16986,1,18.0,7.0,44.0,0.0,0,0,0
16987,1,38.0,47.0,110.0,0.0,1,1,11
16988,1,194.0,162.0,3.0,256.0,0,1,12
16989,1,22.0,13.0,5.0,0.0,0,1,0
16990,1,2.0,12.0,19.0,0.0,0,1,1
16991,1,32.0,24.0,150.0,0.0,0,1,3
16993,1,64.0,14.0,15.0,0.0,0,1,3
16994,1,55.0,19.0,88.0,2.0,1,1,0
16995,0,172.0,61.0,120.0,5.0,1,0,11
16996,1,114.0,107.0,96.0,43.0,0,1,44
16997,1,54.0,172.0,48.0,0.0,1,1,0
16999,1,33.0,5.0,2.0,0.0,0,1,1
17000,1,43.0,30.0,8.0,0.0,0,1,3
17002,1,71.0,30.0,83.0,7.0,0,0,16
17004,1,79.0,40.0,40.0,6.0,0,0,3
17006,1,23.0,14.0,8.0,4.0,0,1,3
17007,1,10.0,35.0,28.0,0.0,0,0,0
17008,1,33.0,90.0,103.0,3.0,1,1,17
17009,1,36.0,31.0,116.0,0.0,1,1,14
17010,1,58.0,155.0,4680.0,6.0,1,1,26
17011,1,41.0,33.0,3.0,0.0,0,1,3
17012,1,27.0,65.0,9.0,2.0,1,1,0
17013,0,127.0,1253.0,64.0,0.0,0,0,0
17014,1,68.0,68.0,59.0,11.0,1,1,0
17015,1,80.0,4.0,3.0,0.0,1,0,0
17016,1,27.0,41.0,110.0,2.0,0,0,0
17018,0,12.0,14.0,25.0,5.0,1,0,7
17019,1,18.0,216.0,235.0,0.0,0,1,3
17020,0,10.0,17.0,12.0,0.0,0,0,12
17022,1,100.0,128.0,277.0,28.0,0,1,4
17023,1,23.0,85.0,180.0,1.0,1,0,0
17024,1,18.0,77.0,63.0,10.0,0,1,14
17028,0,30.0,33.0,48.0,0.0,0,1,0
17029,0,41.0,38.0,31.0,0.0,1,1,1
17030,0,456.0,58.0,187.0,16.0,1,1,12
17031,1,20.0,13.0,89.0,0.0,0,0,12
17032,1,62.0,10.0,25.0,0.0,0,0,3
17033,1,156.0,303.0,136.0,24.0,1,1,0
17034,0,199.0,66.0,51.0,0.0,0,0,12
17035,1,74.0,61.0,37.0,18.0,0,0,0
17036,1,4.0,10.0,13.0,0.0,0,0,9
17037,1,41.0,140.0,37.0,6.0,0,0,3
17039,0,139.0,143.0,110.0,25.0,0,1,0
17040,1,8.0,30.0,15.0,0.0,0,0,12
17041,1,17.0,17.0,8.0,2.0,1,1,0
17042,1,18.0,9.0,6.0,0.0,1,0,13
17043,1,112.0,52.0,134.0,2.0,1,1,0
17044,1,13.0,27.0,21.0,0.0,0,0,12
17045,1,155.0,6.0,29.0,0.0,0,0,10
17047,1,292.0,23.0,181.0,19.0,1,0,3
17048,1,164.0,336.0,171.0,41.0,1,1,0
17050,0,101.0,254.0,892.0,24.0,0,1,3
17051,1,37.0,78.0,44.0,21.0,1,1,17
17052,1,17.0,22.0,43.0,1.0,0,0,4
17053,1,21.0,36.0,23.0,0.0,1,0,0
17054,0,148.0,118.0,16.0,61.0,0,1,0
17056,1,16.0,23.0,4.0,6.0,0,1,4
17057,1,60.0,289.0,24.0,6.0,0,1,0
17058,1,22.0,0.0,5.0,0.0,0,0,80
17059,0,39.0,28.0,16.0,2.0,1,0,0
17061,1,77.0,32.0,13.0,9.0,1,1,0
17062,0,5.0,10.0,24.0,0.0,0,0,18
17063,0,146.0,27.0,52.0,75.0,1,0,3
17064,1,29.0,18.0,32.0,10.0,0,0,0
17065,1,81.0,72.0,69.0,0.0,0,0,3
17066,1,58.0,1354.0,36.0,19.0,0,0,9
17067,1,55.0,13.0,12.0,2.0,0,0,1
17068,1,39.0,96.0,20.0,11.0,1,1,0
17069,1,375.0,55.0,186.0,48.0,1,0,0
17070,1,85.0,103.0,22.0,16.0,0,1,33
17071,0,95.0,259.0,234.0,9.0,0,1,4
17072,1,73.0,25.0,24.0,1.0,1,1,0
17075,0,35.0,36.0,81.0,0.0,1,0,0
17077,1,74.0,14.0,12.0,20.0,0,1,0
17078,1,44.0,15.0,19.0,0.0,0,0,10
17079,1,52.0,18.0,11.0,8.0,0,0,0
17081,0,7.0,11.0,15.0,4.0,1,1,0
17082,1,66.0,3.0,9.0,6.0,1,1,12
17083,1,97.0,12.0,91.0,1.0,0,1,0
17084,1,103.0,63.0,11.0,2.0,0,1,0
17085,1,48.0,45.0,87.0,6.0,0,0,0
17086,1,102.0,368.0,128.0,96.0,0,0,3
17087,1,415.0,319.0,361.0,73.0,1,1,3
17088,0,38.0,22.0,22.0,6.0,1,0,4
17089,1,151.0,18.0,18.0,0.0,0,0,0
17091,1,122.0,4663.0,251.0,64.0,1,1,9
17092,1,21.0,8.0,9.0,8.0,1,1,0
17093,0,12.0,31.0,24.0,7.0,0,1,13
17094,0,67.0,13.0,16.0,0.0,0,0,3
17095,0,107.0,19.0,34.0,2.0,1,0,0
17096,1,12.0,1.0,12.0,0.0,1,0,0
17098,1,243.0,321.0,620.0,10.0,0,0,12
17099,0,77.0,6404.0,5.0,17.0,0,1,3
17100,1,94.0,101.0,138.0,6.0,0,1,9
17101,1,216.0,1127.0,146.0,17.0,1,0,0
17102,1,63.0,16.0,11.0,2.0,1,1,3
17103,0,66.0,982.0,29.0,22.0,0,1,9
17104,1,7.0,23.0,18.0,0.0,0,0,0
17106,0,31.0,7.0,15.0,0.0,0,0,0
17107,1,207.0,67.0,24.0,25.0,0,0,0
17108,1,34.0,11.0,13.0,1.0,0,1,0
17110,1,19.0,9.0,39.0,0.0,0,0,6
17111,1,19.0,11.0,7.0,0.0,0,0,3
17112,0,67.0,100.0,37.0,3.0,0,1,0
17113,0,62.0,113.0,52.0,6.0,0,0,17
17115,1,65.0,584.0,13.0,3.0,0,1,19
17116,1,36.0,47.0,28.0,0.0,0,1,0
17117,1,45.0,21.0,30.0,16.0,0,1,0
17118,1,11.0,61.0,205.0,8.0,1,0,81
17119,1,93.0,28.0,83.0,7.0,1,1,8
17120,1,33.0,17.0,138.0,1.0,0,1,0
17121,0,31.0,88.0,239.0,35.0,0,1,7
17122,1,102.0,86.0,1034.0,1.0,1,1,0
17124,1,70.0,107.0,133.0,32.0,0,1,0
17125,1,66.0,58.0,55.0,13.0,0,1,0
17126,1,44.0,141.0,135.0,6.0,1,1,3
17127,1,118.0,394.0,213.0,95.0,0,1,0
17128,1,25.0,1571.0,1559.0,6.0,1,1,19
17129,1,8.0,18.0,14.0,0.0,0,1,16
17131,1,49.0,18.0,10.0,1.0,0,1,0
17132,1,64.0,102.0,72.0,23.0,1,1,3
17133,1,103.0,309.0,196.0,4.0,0,1,10
17134,1,47.0,13.0,20.0,-1.0,0,1,-1
17135,1,33.0,19.0,47.0,4.0,0,1,12
17136,1,62.0,23.0,16.0,0.0,1,0,0
17137,1,40.0,24.0,25.0,0.0,0,0,1
17138,1,9.0,10.0,35.0,0.0,1,1,1
17139,0,163.0,551.0,2.0,34.0,0,0,4
17140,1,66.0,22.0,45.0,0.0,0,0,3
17141,1,8.0,10.0,33.0,1.0,1,1,10
17142,0,156.0,374.0,456.0,26.0,0,1,3
17143,1,33.0,132.0,25.0,104.0,0,1,18
17144,1,86.0,57.0,15.0,32.0,1,1,3
17145,1,112.0,413.0,61.0,0.0,1,0,16
17147,0,54.0,27.0,60.0,1.0,0,0,0
17148,1,75.0,9.0,6.0,23.0,1,1,9
17149,1,76.0,46.0,58.0,7.0,1,0,11
17150,1,43.0,9.0,13.0,9.0,0,1,8
17151,1,49.0,87.0,147.0,6.0,1,1,7
17152,1,201.0,406.0,1.0,18.0,0,0,0
17153,0,59.0,0.0,0.0,23.0,0,0,0
17155,1,120.0,48.0,296.0,0.0,0,0,0
17156,0,62.0,99.0,86.0,7.0,0,0,3
17158,1,36.0,71.0,31.0,36.0,1,1,3
17159,1,80.0,37.0,96.0,10.0,1,0,3
17160,1,11.0,16.0,8.0,10.0,1,1,6
17161,1,84.0,24.0,64.0,40.0,0,1,0
17162,1,41.0,119.0,21.0,14.0,1,1,0
17163,1,24.0,40.0,53.0,6.0,1,0,12
17164,1,15.0,20.0,26.0,2.0,0,0,3
17166,0,264.0,204.0,47.0,125.0,0,1,0
17167,0,14.0,107.0,174.0,0.0,1,1,3
17170,1,39.0,25.0,31.0,10.0,0,1,0
17171,1,17.0,6.0,6.0,0.0,0,1,12
17172,1,30.0,60.0,41.0,6.0,0,1,8
17173,1,16.0,12.0,67.0,0.0,0,0,12
17174,1,61.0,192.0,188.0,8.0,1,1,3
17175,1,28.0,16.0,4.0,5.0,1,1,10
17176,1,130.0,14.0,46.0,0.0,0,0,3
17177,1,77.0,228.0,81.0,87.0,0,1,3
17178,1,79.0,5.0,19.0,0.0,0,1,3
17179,0,131.0,66.0,73.0,1.0,1,0,17
17180,1,7.0,27.0,15.0,0.0,1,0,6
17181,1,152.0,33.0,17.0,1.0,1,1,3
17182,1,20.0,19.0,11.0,3.0,1,1,3
17183,0,54.0,429.0,27.0,9.0,0,1,0
17184,1,82.0,9.0,23.0,0.0,1,1,12
17185,1,1.0,33.0,215.0,0.0,0,0,-1
17186,1,62.0,189.0,43.0,41.0,0,1,0
17187,1,44.0,51.0,18.0,0.0,1,0,3
17188,1,110.0,51.0,259.0,8.0,1,0,1
17189,0,103.0,38.0,15.0,12.0,0,1,0
17191,1,54.0,127.0,851.0,6.0,1,0,23
17192,1,50.0,9.0,51.0,0.0,0,0,8
17193,1,60.0,291.0,18.0,11.0,0,1,0
17195,1,29.0,11.0,85.0,0.0,0,0,0
17196,1,70.0,116.0,286.0,10.0,0,0,3
17197,1,39.0,697.0,162.0,14.0,0,1,3
17198,1,40.0,78.0,71.0,20.0,0,0,3
17199,0,79.0,88.0,26.0,1.0,0,1,9
17200,1,66.0,95.0,4.0,2.0,1,1,3
17201,0,314.0,44.0,56.0,76.0,0,0,3
17202,1,62.0,858.0,37.0,13.0,0,1,18
17203,1,56.0,35.0,53.0,52.0,0,1,4
17204,0,78.0,141.0,32.0,82.0,1,1,0
17205,1,27.0,230.0,267.0,4.0,1,0,0
17207,1,87.0,7.0,42.0,0.0,1,1,0
17208,1,37.0,34.0,29.0,0.0,0,0,0
17209,0,50.0,46.0,77.0,2.0,1,0,11
17210,1,814.0,0.0,0.0,11.0,1,1,7
17212,1,38.0,130.0,22.0,5.0,0,1,0
17213,0,107.0,125.0,278.0,3.0,0,0,16
17214,0,26.0,47.0,25.0,2.0,0,0,12
17215,1,7.0,12.0,14.0,0.0,0,0,3
17216,1,12.0,27.0,47.0,4.0,0,1,0
17218,1,13.0,8.0,28.0,0.0,0,1,3
17219,1,116.0,445.0,32.0,15.0,1,0,12
17220,1,11.0,15.0,5.0,2.0,0,1,8
17221,1,164.0,78.0,511.0,31.0,1,0,21
17225,1,79.0,67.0,221.0,12.0,1,1,0
17227,1,654.0,358.0,201.0,1.0,0,0,12
17228,1,94.0,70.0,40.0,11.0,0,1,0
17229,0,108.0,76.0,29.0,0.0,0,0,11
17230,0,59.0,89.0,18.0,30.0,0,1,0
17231,1,32.0,60.0,15.0,20.0,0,1,16
17232,1,36.0,35.0,8.0,0.0,0,1,3
17233,0,16.0,23.0,86.0,13.0,0,1,4
17236,1,117.0,103.0,68.0,4.0,1,1,3
17237,1,305.0,810.0,357.0,24.0,0,1,0
17238,1,12.0,34.0,74.0,3.0,0,0,0
17239,1,63.0,29.0,52.0,0.0,0,0,0
17240,1,54.0,10.0,15.0,5.0,1,0,8
17242,1,169.0,474.0,382.0,75.0,0,0,3
17243,0,51.0,31.0,12.0,4.0,0,1,8
17245,1,14.0,25.0,31.0,8.0,0,1,0
17246,1,63.0,21.0,38.0,7.0,0,0,0
17247,1,37.0,48.0,10.0,6.0,1,1,0
17249,1,75.0,58.0,21.0,8.0,1,1,8
17252,1,36.0,584.0,253.0,0.0,0,1,0
17253,0,71.0,29.0,30.0,17.0,0,1,0
17254,1,182.0,127.0,932.0,4.0,1,1,1
17255,1,60.0,23.0,123.0,0.0,0,0,12
17256,1,16.0,31.0,96.0,7.0,1,1,9
17257,1,46.0,23.0,28.0,31.0,1,0,0
17258,0,51.0,147.0,71.0,70.0,0,1,19
17259,1,51.0,4.0,14.0,0.0,1,1,0
17260,1,4.0,12.0,112.0,0.0,1,1,11
17261,1,85.0,46.0,29.0,9.0,0,1,23
17262,0,103.0,91.0,7.0,1.0,0,0,3
17263,0,43.0,28.0,31.0,4.0,0,0,7
17264,1,442.0,46.0,112.0,56.0,1,0,8
17265,1,29.0,110.0,289.0,2.0,1,0,49
17268,1,23.0,42.0,27.0,0.0,1,0,3
17269,1,64.0,18.0,33.0,15.0,0,1,37
17270,1,351.0,124.0,10.0,81.0,1,1,4
17272,1,55.0,46.0,36.0,21.0,1,1,4
17273,1,40.0,15.0,21.0,0.0,1,1,23
17274,1,78.0,57.0,51.0,68.0,1,1,14
17275,1,31.0,11.0,50.0,6.0,0,0,27
17276,1,55.0,55.0,11.0,17.0,0,1,0
17277,0,38.0,25.0,76.0,26.0,0,1,7
17278,1,27.0,15.0,28.0,1.0,1,0,14
17279,1,12.0,2.0,7.0,0.0,0,1,0
17280,1,78.0,71.0,15.0,16.0,1,0,0
17281,1,72.0,53.0,4.0,0.0,1,1,0
17282,1,54.0,52.0,57.0,0.0,0,1,13
17283,1,73.0,43.0,31.0,14.0,0,1,0
17284,1,76.0,87.0,120.0,3.0,0,1,3
17285,0,85.0,51.0,2.0,133.0,0,1,4
17286,1,261.0,25.0,199.0,29.0,1,0,0
17288,1,141.0,88.0,77.0,3.0,1,1,8
17289,1,12.0,58.0,43.0,3.0,1,1,3
17291,0,72.0,27.0,8.0,41.0,1,1,0
17292,0,10.0,37.0,5.0,0.0,0,1,3
17293,1,6.0,2.0,5.0,0.0,1,0,1
17294,1,19.0,104.0,56.0,0.0,0,1,0
17295,1,48.0,101.0,120.0,60.0,0,1,0
17297,1,171.0,70.0,54.0,38.0,0,1,0
17298,1,80.0,54.0,8.0,84.0,1,1,0
17299,1,8.0,6.0,2.0,0.0,0,0,0
17301,1,33.0,61.0,72.0,30.0,1,0,0
17302,1,14.0,51.0,31.0,1.0,0,0,0
17303,0,60.0,19.0,116.0,0.0,0,0,0
17304,0,15.0,25.0,16.0,0.0,0,0,4
17305,1,35.0,71.0,424.0,8.0,1,1,0
17306,1,9.0,16.0,2.0,0.0,0,0,3
17307,1,77.0,29.0,163.0,0.0,0,0,0
17308,1,31.0,40.0,36.0,1.0,1,0,0
17309,1,65.0,276.0,42.0,20.0,0,1,0
17310,1,11.0,8.0,17.0,0.0,0,0,8
17311,1,125.0,2195.0,21.0,79.0,0,1,0
17312,1,95.0,61.0,23.0,54.0,1,1,0
17313,1,33.0,22.0,23.0,1.0,0,1,7
17316,1,579.0,202.0,370.0,1.0,1,0,12
17317,1,164.0,746.0,20.0,3.0,1,0,0
17318,1,249.0,11656.0,5.0,48.0,0,1,23
17319,0,123.0,20.0,6.0,1.0,0,1,13
17320,1,63.0,68.0,57.0,9.0,0,1,3
17321,1,62.0,42.0,5.0,0.0,1,0,3
17322,1,26.0,117.0,1.0,9.0,0,1,3
17323,1,191.0,453.0,4.0,4.0,0,1,3
17324,1,20.0,69.0,38.0,2.0,1,1,6
17325,0,54.0,35.0,57.0,3.0,1,1,8
17326,1,14.0,50.0,64.0,213.0,1,1,4
17329,1,6.0,14.0,62.0,0.0,0,0,18
17330,1,9.0,32.0,312.0,14.0,1,0,1
17331,1,57.0,654.0,229.0,8.0,1,1,0
17333,1,33.0,60.0,29.0,10.0,1,0,3
17334,1,134.0,23.0,75.0,0.0,1,1,0
17335,0,4.0,698.0,18.0,1.0,0,0,9
17336,1,15.0,53.0,95.0,11.0,1,0,9
17337,0,89.0,88.0,608.0,3.0,1,0,0
17338,1,4.0,10.0,6.0,0.0,0,1,68
17339,1,91.0,89.0,127.0,113.0,1,0,0
17340,1,10.0,2.0,1.0,1.0,0,1,0
17341,1,71.0,33.0,7.0,18.0,1,1,3
17342,1,63.0,125.0,2.0,0.0,0,1,0
17343,1,84.0,1.0,6.0,6.0,1,0,12
17344,1,38.0,27.0,34.0,1.0,0,1,3
17346,1,67.0,59.0,30.0,20.0,0,1,8
17348,1,29.0,7.0,4.0,0.0,0,0,3
17349,1,30.0,7.0,11.0,0.0,1,1,0
17350,1,233.0,257.0,49.0,34.0,0,0,0
17351,1,30.0,11.0,5.0,16.0,1,1,8
17352,1,45.0,465.0,137.0,9.0,0,1,0
17353,1,18.0,8.0,2.0,10.0,0,1,0
17354,1,41.0,6.0,15.0,3.0,1,1,0
17355,1,70.0,94.0,185.0,8.0,1,1,17
17358,1,49.0,26.0,24.0,7.0,0,1,12
17359,1,71.0,61.0,13.0,3.0,0,0,0
17360,1,151.0,485.0,94.0,4.0,0,1,33
17361,1,9.0,31.0,39.0,11.0,0,1,0
17362,1,94.0,66.0,100.0,7.0,0,1,0
17364,1,50.0,25.0,19.0,10.0,1,0,0
17365,0,4.0,4.0,29.0,0.0,1,1,0
17366,1,20.0,133.0,36.0,0.0,0,1,1
17367,1,79.0,172.0,289.0,6.0,1,1,3
17368,1,23.0,60.0,80.0,0.0,1,0,12
17369,1,10.0,68.0,24.0,0.0,0,1,1
17370,1,64.0,79.0,149.0,11.0,1,1,0
17371,0,12.0,10.0,11.0,12.0,1,1,0
17372,0,108.0,7.0,36.0,0.0,0,0,0
17373,0,51.0,26.0,73.0,44.0,1,1,0
17374,1,31.0,8.0,16.0,0.0,0,1,1
17375,0,22.0,48.0,45.0,4.0,1,0,12
17377,1,302.0,99.0,153.0,129.0,0,1,0
17378,0,19.0,5.0,26.0,2.0,0,1,8
17379,1,46.0,19.0,17.0,8.0,1,1,0
17380,1,42.0,60.0,6.0,0.0,0,0,8
17381,1,52.0,157.0,39.0,20.0,1,1,3
17383,1,49.0,38.0,72.0,11.0,1,0,3
17384,1,223.0,2466.0,14.0,99.0,1,1,12
17385,1,120.0,103.0,50.0,56.0,1,1,8
17386,1,269.0,43.0,110.0,1.0,1,0,12
17388,1,28.0,57.0,21.0,0.0,1,0,7
17389,1,49.0,416.0,304.0,31.0,0,1,16
17390,1,38.0,38.0,44.0,2.0,1,1,0
17391,1,57.0,14.0,21.0,12.0,1,1,4
17392,0,40.0,48.0,83.0,25.0,0,0,0
17393,1,24.0,26.0,6.0,3.0,0,1,0
17394,0,45.0,64.0,17.0,29.0,0,1,0
17395,1,106.0,3854.0,36.0,2804.0,0,1,3
17396,1,8.0,6.0,9.0,0.0,0,0,17
17397,1,31.0,13.0,20.0,0.0,0,0,17
17398,1,21.0,6.0,8.0,0.0,0,1,8
17399,1,57.0,45.0,88.0,5.0,0,1,9
17401,1,41.0,5.0,10.0,0.0,1,0,0
17402,1,72.0,24.0,109.0,18.0,0,1,0
17403,1,91.0,161.0,76.0,1.0,1,0,9
17404,0,142.0,150.0,70.0,31.0,1,1,0
17405,1,23.0,10.0,8.0,0.0,1,0,0
17406,1,58.0,22.0,16.0,12.0,1,0,0
17407,1,6.0,14.0,17.0,11.0,0,0,7
17408,1,33.0,37.0,23.0,6.0,0,1,3
